experimentID,condition,region,histogram_kind,time_interval,delta_time,start_time,end_time,minimal_pixel_num,N,log10(N),mean,median,10th_pctl,25th_pctl,90th_pctl,75th_pctl,95th_pctl
50,Cdc42,in_SF,distances_AV,P5_P6,1.0,5.0,6.0,5000.0,131127.0,5.117692125280469,0.5115328395028244,0.5109563374282201,0.12955103467361537,0.2759322194640719,0.9029216208782509,0.7512680174332188,0.9432655626412138
51,Cdc42,in_SF,distances_AV,P5_P6,1.0,5.0,6.0,5000.0,112252.0,5.0501940875927405,0.35959545349350575,0.27382255324056676,0.06221222868072168,0.1423063045817913,0.8193926848704522,0.5489098450345676,0.9003239841308274
52,Cdc42,in_SF,distances_AV,P5_P6,1.0,5.0,6.0,5000.0,117608.0,5.070436864577579,0.43066154957068065,0.3524706801574463,0.07199825364094432,0.13944172060021598,0.8859620087359706,0.7704638861699604,0.935791334559561
53,Cdc42,in_SF,distances_AV,P5_P6,1.0,5.0,6.0,5000.0,93278.0,4.969779225683855,0.4950094402798563,0.4474110601848288,0.09898070884941323,0.22435902382327186,0.9112889987946647,0.8130819120608268,0.9556455710355252
54,Cdc42,in_SF,distances_AV,P5_P6,1.0,5.0,6.0,5000.0,214167.0,5.330752553227862,0.539241539882347,0.566080303875407,0.11936140305288517,0.3008618498763154,0.8893803402239634,0.7905245002888942,0.9350970003098625
55,Cdc42,in_SF,distances_AV,P5_P6,1.0,5.0,6.0,5000.0,315731.0,5.499317225123068,0.4480315633246022,0.4465196492223007,0.07774489831180231,0.1861706306892546,0.8217502822427752,0.6875611745102934,0.8869655186582128
56,Cdc42,in_SF,distances_AV,P5_P6,1.0,5.0,6.0,5000.0,138349.0,5.140976024365648,0.5562129309665077,0.5830345973394604,0.1386868952508193,0.3263630656714537,0.9211515573039287,0.8009288889873679,0.9567391324381277
57,Cdc42,in_SF,distances_AV,P5_P7,2.0,5.0,7.0,5000.0,1700074.0,6.230467825550163,0.47830588765898646,0.547345069611948,0.10803761944998878,0.2429188213629902,0.8240206899353213,0.6740077021603039,0.9019640229401592
58,Cdc42,in_SF,distances_AV,P5_P7,2.0,5.0,7.0,5000.0,921756.0,5.964615973246866,0.40287538810688667,0.377924214244142,0.07954973215046851,0.1790968600571898,0.7758688505390077,0.6003264673175794,0.8669062188962149
59,Cdc42,in_SF,distances_AV,P5_P7,2.0,5.0,7.0,5000.0,895470.0,5.9520510407124645,0.2830256726353381,0.23954709189318701,0.04284048294997067,0.11918708443581374,0.5977122882976509,0.39559446512908053,0.7117555690437386
60,Cdc42,in_SF,distances_AV,P5_P7,2.0,5.0,7.0,5000.0,1302798.0,6.114877083182956,0.36985559335733303,0.3091584030857084,0.0606999882974428,0.14559213206383914,0.794619339388804,0.5723820531726012,0.877998875532277
69,Cdc42,in_SF,distances_AV,P5_P9,4.0,5.0,9.0,5000.0,1139128.0,6.056572527038146,0.39432078726074316,0.34660137615727854,0.07304605695190945,0.1580849856465571,0.8593680128338066,0.590362856794009,0.9201144580157299
70,Cdc42,in_SF,distances_AV,P5_P9,4.0,5.0,9.0,5000.0,796614.0,5.901247934598189,0.4433569286678672,0.4349658916466329,0.06694442442886604,0.14853801753370896,0.8665908232391945,0.6962834948320935,0.9250291463769409
138,Cdc42,in_SF,distances_AV,P5_P6,1.0,5.0,6.0,5000.0,115597.0,5.06294656332022,0.41433846370663624,0.3491861687786697,0.1589960201655943,0.23554861512729358,0.8186125076076305,0.5613825234896226,0.8626055756310121
139,Cdc42,in_SF,distances_AV,P5_P6,1.0,5.0,6.0,5000.0,72597.0,4.860918674276326,0.5125155326361381,0.5154190129636774,0.1447464070818074,0.2521753633683657,0.8125643385167979,0.7720364565660336,0.9072403518958057
140,Cdc42,in_SF,distances_AV,P5_P6,1.0,5.0,6.0,5000.0,66778.0,4.82463340780055,0.5677720229760976,0.5984020170707326,0.16924253132398603,0.3651516916119008,0.9160997375849673,0.7796465974517917,0.9610503719798807
141,Cdc42,in_SF,distances_AV,P5_P6,1.0,5.0,6.0,5000.0,116627.0,5.066799104398854,0.5791777268230304,0.6208973039591066,0.1257330169430255,0.36873870995386565,0.9134197226562464,0.8361541708798657,0.9458151566018155
142,Cdc42,in_SF,distances_AV,P5_P6,1.0,5.0,6.0,5000.0,762511.0,5.882246113205502,0.6768000928168459,0.7258189739372287,0.366456648606766,0.5455267094484619,0.9105120825036344,0.8395283526325488,0.9486378765612611
143,Cdc42,in_SF,distances_AV,P5_P6,1.0,5.0,6.0,5000.0,485839.0,5.686492374209252,0.5702924630200592,0.5420145962092269,0.3194491607683821,0.4338225789008154,0.8802064491712082,0.7401971280976021,0.9297467524719175
144,Cdc42,in_SF,distances_AV,P5_P6,1.0,5.0,6.0,5000.0,644833.0,5.8094472548379406,0.47378291331910777,0.5089559680372882,0.07853827819152386,0.17970996886800897,0.8721877113441655,0.7232871713515407,0.9455476000085744
145,Cdc42,in_SF,distances_AV,P5_P6,1.0,5.0,6.0,5000.0,156909.0,5.195647854601842,0.5309390516626282,0.5503537838049362,0.09204746028000997,0.30112510730192216,0.8905099028909945,0.8076390787014279,0.928217961798143
